actividad,campo,lote,zona,estadio,servicio,fechaTeorica,mes,tipoInsumo,insumo,unidadMedida,ordenTrabajo,contratista,fechaReal,dosisTeoricas,hectareasTeoricas,dosisReales,hectareasReales,totalAplicado,estado,facturada,fechaFacturacion,responsable,precioUnitario,costoLabor,costoInsumo,empresa,cultivo,categoria,insumoServicio,tipoInsumoServicio,fecha,unidadesDosis,total,socio,puntoStock,numeroOrdenTrabajo,referencia,cateogria_Hacienda,agrupadorCategoriaHacienda,rodeoHacienda,tipoHacienda,cantidadAnimales,negocioHacienda,hsPersonal,hsMaquinarias,iD_IT_Orden_Trabajo,personal,referenciaAsiento,campania,tercero,cantidadResultado,observaciones,descripcion,recursosPersonal,recursosMaquinaria,tipoItem,toneladas,tarifaCatac,cultivoTercero,velocidadAplicacion,velocidadViento,estadoClima,caudal
ARROZ,LA TERESA,.54,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4060,Cedrela S.A,,1,23.4,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA .54 ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,23.4,618.0806,,,,2026 - OT - 4060,,,,,0,,0,0,106501,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,.41,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4061,Cedrela S.A,,1,40.56,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA .41 ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,40.56,1071.3397,,,,2026 - OT - 4061,,,,,0,,0,0,106502,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,153,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4062,Cedrela S.A,,1,19.63,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA 153 ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,19.63,518.5009,,,,2026 - OT - 4062,,,,,0,,0,0,106503,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,151,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4063,Cedrela S.A,,1,29.27,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA 151 ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,29.27,773.129,,,,2026 - OT - 4063,,,,,0,,0,0,106504,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,152,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4064,Cedrela S.A,,1,27.23,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA 152 ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,27.23,719.2451,,,,2026 - OT - 4064,,,,,0,,0,0,106505,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,154,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4065,Cedrela S.A,,1,29.27,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,26.4137,0,0,Desarrollo del Sur SA,LA TERESA 154 ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,29.27,773.129,,,,2026 - OT - 4065,,,,,0,,0,0,106506,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
ARROZ,LA TERESA,146A,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4066,Cedrela S.A,,1,18.5,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA 146A ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,18.5,488.6535,,,,2026 - OT - 4066,,,,,0,,0,0,106507,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,145A,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4067,Cedrela S.A,,1,16.1,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA 145A ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,16.1,425.2606,,,,2026 - OT - 4067,,,,,0,,0,0,106508,,,26/27,,,,,,,Labor Tercero,,,,,,,
ARROZ,LA TERESA,144A,CENTRO,,Remonte de taipa x Hs,2026-07-16T00:00:00,7,,,Horas,4068,Cedrela S.A,,1,13.87,0,,,Pendiente,NO,,RAFAEL HEISECKE,26.4137,,0,Desarrollo del Sur SA,LA TERESA 144A ARROZ 26/27,Servicio,Remonte de taipa x Hs,PREPARACION DE SUELO,2026-07-16T00:00:00,13.87,366.358,,,,2026 - OT - 4068,,,,,0,,0,0,106509,,,26/27,,,,,,,Labor Tercero,,,,,,,
OPERATIVO,LA TERESA,Operativos,CENTRO,,Reparacion de Camino retro excavadora x Hs,2026-07-16T00:00:00,7,,,Horas,4069,Cedrela S.A,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,74.2884,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Reparacion de Camino retro excavadora x Hs,MANT.INFRAESTRUCTURA,2026-07-16T00:00:00,0.01,0.7429,,,,2026 - OT - 4069,,,,,0,,0,0,106510,,,26/27,,0,"Reparación camino rebombeo cerca puente de madera zona Catalina 
Monto aprobado 100hs
Metros aprobados 2163mts
Total hs  = 9,64
Ejecutado vs presupuestado = 240 metros
Costo total OT = 4.338.000 gs
Hora unit = 450.000 gs ",,,,Labor Tercero,0,0,,0,0,,0
PARCELA SOJA,LA TERESA,PARCELA SOJA,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-16T00:00:00,7,,,Litros,4070,Agro Continental S.A.,,1,32.66,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,9,0,0,Desarrollo del Sur SA,LA TERESA PARCELA SOJA 26/27,Servicio,Fumigacion Imperator,PREPARACION DE SUELO,2026-07-13T00:00:00,32.66,293.94,,,,2026 - OT - 4070,,,,,0,,0,0,106511,,,26/27,,0,"Sobrepase de 32,65 hectáreas. Referente a la aplicación terreste hecho en la zona de Duarte 1 contando total parte de los valos en todo el perimetro de cada parcela. ",,,,Labor Tercero,0,0,,0,0,,0
SOJA,LA TERESA,.09C,CENTRO,,Subsolador,2026-07-16T00:00:00,7,,,,4071,Agro Continental S.A.,,1,11.31,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .09C SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-16T00:00:00,11.31,542.88,,,,2026 - OT - 4071,,,,,0,,0,0,106513,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.09E,CENTRO,,Subsolador,2026-07-16T00:00:00,7,,,,4072,Agro Continental S.A.,,1,32.81,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .09E SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-17T00:00:00,32.81,1574.88,,,,2026 - OT - 4072,,,,,0,,0,0,106514,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-16T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4074,,2026-07-16T00:00:00,14500,0.01,14500,0.01,145,Confirmado,NO,,RAFAEL HEISECKE,1.2885,0,186.8325,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-16T00:00:00,145,186.8325,,SURTIDOR CENTRAL,0045394,2026 - OT - 4074,,,,,0,,0,0,106521,Vargas Acosta Diego,2026 - STK - 9161,26/27,,0,Perfilada en pista de aviacion - Motoniveladora ,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-16T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4075,,2026-07-16T00:00:00,3001,0.01,3001,0.01,30.01,Confirmado,NO,,RAFAEL HEISECKE,1.2885,0,38.6679,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-16T00:00:00,30.01,38.6679,,SURTIDOR CENTRAL,0045395,2026 - OT - 4075,,,,,0,,0,0,106522,Guido Rodriguez,2026 - STK - 9162,26/27,,0,Disqueada de camino por hora (Pista de aviación 2 hs) - Tr case 230,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-16T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4076,,2026-07-16T00:00:00,2000,0.01,2000,0.01,20,Confirmado,NO,,RAFAEL HEISECKE,1.2885,0,25.77,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-16T00:00:00,20,25.77,,SURTIDOR CENTRAL,0045397,2026 - OT - 4076,,,,,0,,0,0,106523,Ernesto Segovia,2026 - STK - 9164,26/27,,0,Desalijo de karandaý - Tr 14,,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,.31A,CENTRO,,1° Plaina,2026-07-16T00:00:00,7,,,,4077,Cedrela S.A,,1,52.94,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,33,0,0,Desarrollo del Sur SA,LA TERESA .31A ARROZ 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-07-16T00:00:00,52.94,1747.02,,,,2026 - OT - 4077,,,,,0,,0,0,106524,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
ARROZ,LA TERESA,.33B,CENTRO,Preparacion de Suelo,1° Plaina,2026-07-16T00:00:00,7,,,,4079,Cedrela S.A,,1,56.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,33,0,0,Desarrollo del Sur SA,LA TERESA .33B ARROZ 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-07-18T00:00:00,56.01,1848.33,,,,2026 - OT - 4079,,,,,0,,0,0,106526,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-16T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4080,,2026-07-16T00:00:00,3800,0.01,3800,0.01,38,Confirmado,NO,,RAFAEL HEISECKE,1.2885,0,48.963,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-16T00:00:00,38,48.963,,SURTIDOR CENTRAL,0045399,2026 - OT - 4080,,,,,0,,0,0,106528,Reis Dos Santos Christofer Alisson,2026 - STK - 9166,26/27,,0,Logistica - Ford Ranger (90.775 km),,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,147A,CENTRO,Preparacion de Suelo,1° Plaina,2026-07-15T00:00:00,7,,,,4046,Cedrela S.A,,1,7.1,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,33,0,0,Desarrollo del Sur SA,LA TERESA 147A ARROZ 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-07-17T00:00:00,7.1,234.3,,,,2026 - OT - 4046,,,,,0,,0,0,106483,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,147B,CENTRO,Preparacion de Suelo,1° Plaina,2026-07-15T00:00:00,7,,,,4047,Cedrela S.A,,1,8.23,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,33,0,0,Desarrollo del Sur SA,LA TERESA 147B ARROZ 26/27,Servicio,1° Plaina,PREPARACION DE SUELO,2026-07-15T00:00:00,8.23,271.59,,,,2026 - OT - 4047,,,,,0,,0,0,106484,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-15T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4048,,2026-07-15T00:00:00,1300,0.01,1300,0.01,13,Confirmado,NO,,RAFAEL HEISECKE,1.2876,0,16.7388,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-15T00:00:00,13,16.7388,,SURTIDOR CENTRAL,0045376,2026 - OT - 4048,,,,,0,,0,0,106486,VIctor Alcaraz,2026 - STK - 9009,26/27,,0,Desalijo de karandaý - Tr 7 John deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-15T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4049,,2026-07-15T00:00:00,4588,0.01,4588,0.01,45.88,Confirmado,NO,,RAFAEL HEISECKE,1.2876,0,59.0751,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-15T00:00:00,45.88,59.0751,,SURTIDOR CENTRAL,0045379,2026 - OT - 4049,,,,,0,,0,0,106487,Fariña Edilson,2026 - STK - 9012,26/27,,0,Traslado de karanda`y para construccion de puentes - Sany Neumatico,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-15T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4050,,2026-07-15T00:00:00,3000,0.01,3000,0.01,30,Confirmado,NO,,RAFAEL HEISECKE,1.2876,0,38.628,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-15T00:00:00,30,38.628,,SURTIDOR CENTRAL,0045382,2026 - OT - 4050,,,,,0,,0,0,106488,Báez Humberto ,2026 - STK - 9015,26/27,,0,Logistica - D20,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-15T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4051,,2026-07-15T00:00:00,5500,0.01,5500,0.01,55,Confirmado,NO,,RAFAEL HEISECKE,1.2876,0,70.818,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-15T00:00:00,55,70.818,,SURTIDOR CENTRAL,0045383,2026 - OT - 4051,,,,,0,,0,0,106489,Reis Dos Santos Christofer Alisson,2026 - STK - 9016,26/27,,0,Logistica - AAOZ829,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-15T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4052,,2026-07-15T00:00:00,21400,0.01,21400,0.01,214,Confirmado,NO,,RAFAEL HEISECKE,1.2876,0,275.5464,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-15T00:00:00,214,275.5464,,SURTIDOR CENTRAL,0045384,2026 - OT - 4052,,,,,0,,0,0,106490,Vargas Acosta Diego,2026 - STK - 9017,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,,Disqueada de camino  tractor+disco x Hs,2026-07-15T00:00:00,7,,,Horas,4053,Cedrela S.A,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,19.7971,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Disqueada de camino  tractor+disco x Hs,OPERATIVOS,2026-07-15T00:00:00,0.01,0.198,,,,2026 - OT - 4053,,,,,0,,0,0,106491,,,26/27,,,Disqueada aviación de Catalina ,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.09C,CENTRO,,Valeteadora x hora agrimec ,2026-07-15T00:00:00,7,,,Horas,4054,Agro Continental S.A.,,1,39.14,0,0,0,Pendiente,NO,,RAFAEL HEISECKE,32.9952,0,0,Desarrollo del Sur SA,LA TERESA .09C SOJA 26/27,Servicio,Valeteadora x hora agrimec ,PREPARACION DE SUELO,2026-07-15T00:00:00,39.14,1291.4321,,,,2026 - OT - 4054,,,,,0,,0,0,106493,,,26/27,,0,,,,,Labor Tercero,0,0,,0,0,,0
SOJA,LA TERESA,.11A,CENTRO,,Valeteadora x hora agrimec ,2026-07-15T00:00:00,7,,,Horas,4055,Agro Continental S.A.,,1,30.3,0,,,Pendiente,NO,,RAFAEL HEISECKE,32.9952,,0,Desarrollo del Sur SA,LA TERESA .11A SOJA 26/27,Servicio,Valeteadora x hora agrimec ,PREPARACION DE SUELO,2026-07-15T00:00:00,30.3,999.7546,,,,2026 - OT - 4055,,,,,0,,0,0,106494,,,26/27,,,,,,,Labor Tercero,,,,,,,
SOJA,LA TERESA,.09A,CENTRO,,Valeteadora x hora agrimec ,2026-07-15T00:00:00,7,,,Horas,4056,Agro Continental S.A.,,1,21.13,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,33.0171,0,0,Desarrollo del Sur SA,LA TERESA .09A SOJA 26/27,Servicio,Valeteadora x hora agrimec ,PREPARACION DE SUELO,2026-07-16T00:00:00,21.13,697.6513,,,,2026 - OT - 4056,,,,,0,,0,0,106495,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-15T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4057,,2026-07-15T00:00:00,6200,0.01,6200,0.01,62,Confirmado,NO,,RAFAEL HEISECKE,1.2876,0,79.8312,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-15T00:00:00,62,79.8312,,SURTIDOR CENTRAL,0045391,2026 - OT - 4057,,,,,0,,0,0,106498,VIctor Alcaraz,2026 - STK - 9158,26/27,,0,Disco de camino por hora (Pista de aviación 2.6hs) - Tr case 230,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-14T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4039,,2026-07-14T00:00:00,2513,0.01,2513,0.01,25.13,Confirmado,NO,,RAFAEL HEISECKE,1.3468,0,33.8451,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-14T00:00:00,25.13,33.8451,,SURTIDOR CENTRAL,0045367,2026 - OT - 4039,,,,,0,,0,0,106439,Juan Gest,2026 - STK - 8895,26/27,,0,Traslado de karanda´y - Tr 3J John Deere 6180,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-14T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4040,,2026-07-14T00:00:00,16550,0.01,16550,0.01,165.5,Confirmado,NO,,RAFAEL HEISECKE,1.3468,0,222.8954,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-14T00:00:00,165.5,222.8954,,SURTIDOR CENTRAL,0045368,2026 - OT - 4040,,,,,0,,0,0,106440,Fariña Edilson,2026 - STK - 8896,26/27,,0,Carga de karanda´y en la transportadora - Sany Neumático ,,,,Insumo,0,0,,0,0,,0
PARCELA SOJA,LA TERESA,PARCELA SOJA,CENTRO,Preparacion de Suelo,Fumigacion Avion 10L,2026-07-14T00:00:00,7,,,Litros,4042,Facundo Larrea Holzmann,2026-07-15T00:00:00,1,27.81,1,27.81,27.81,Confirmado,NO,,RAFAEL HEISECKE,9.7,269.757,0,Desarrollo del Sur SA,LA TERESA PARCELA SOJA 26/27,Servicio,Fumigacion Avion 10L,PREPARACION DE SUELO,2026-07-15T00:00:00,27.81,269.757,,,,2026 - OT - 4042,,,,,0,,0,0,106464,,,26/27,,0,"Sobrepase de 27,81 hectáreas. Referente a la boleta de aplicación aérea Nro: 29.279",,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-14T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4043,,2026-07-14T00:00:00,4425,0.01,4425,0.01,44.25,Confirmado,NO,,RAFAEL HEISECKE,1.3468,0,59.5959,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-14T00:00:00,44.25,59.5959,,SURTIDOR CENTRAL,0045372,2026 - OT - 4043,,,,,0,,0,0,106468,Freitas Dos Santos Valdecir ,2026 - STK - 8964,26/27,,0,Logistica - Ford Ranger (90.440 km),,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-14T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,4044,,2026-07-14T00:00:00,5260,0.01,5260,0.01,52.6,Confirmado,NO,,RAFAEL HEISECKE,1.3468,0,70.8417,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-14T00:00:00,52.6,70.8417,,SURTIDOR CENTRAL,0045374,2026 - OT - 4044,,,,,0,,0,0,106469,Báez Humberto ,2026 - STK - 8965,26/27,,0,Logistica - D20,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,,Logistica retropala x Hs,2026-07-14T00:00:00,7,,,Horas,4045,Cedrela S.A,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,45.3684,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica retropala x Hs,OPERATIVOS,2026-07-15T00:00:00,0.01,0.4537,,,,2026 - OT - 4045,,,,,0,,0,0,106470,,,26/27,,,Movimiento big beg tinglado ,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.05B,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,HERBICIDAS,Weedex Max,Litros,3997,,,2.0796,29.14,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,3.6,0,0,Desarrollo del Sur SA,LA TERESA .05B SOJA 26/27,Insumo,Weedex Max,HERBICIDAS,2026-07-15T00:00:00,60.6,218.16,,DEP INSUMOS,,2026 - OT - 3997,,,,,0,,0,0,106226,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.05B,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,HERBICIDAS,GLIFEX GOLD 60.8,Litros,3997,,,3.1434,29.14,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,4.7,0,0,Desarrollo del Sur SA,LA TERESA .05B SOJA 26/27,Insumo,GLIFEX GOLD 60.8,HERBICIDAS,2026-07-15T00:00:00,91.6,430.52,,DEP INSUMOS,,2026 - OT - 3997,,,,,0,,0,0,106227,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.05B,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,COADYUVANTE,IOP FULL,Litros,3997,,,0.2539,29.14,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,6,0,0,Desarrollo del Sur SA,LA TERESA .05B SOJA 26/27,Insumo,IOP FULL,COADYUVANTE,2026-07-15T00:00:00,7.4,44.4,,DEP INSUMOS,,2026 - OT - 3997,,,,,0,,0,0,106228,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.05B,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,,,Litros,3997,Agro Continental S.A.,,1,29.14,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,9,0,0,Desarrollo del Sur SA,LA TERESA .05B SOJA 26/27,Servicio,Fumigacion Imperator,PREPARACION DE SUELO,2026-07-15T00:00:00,29.14,262.26,,,,2026 - OT - 3997,,,,,0,,0,0,106229,,,26/27,,0,,,,,Labor Tercero,0,0,,0,0,,0
SOJA,LA TERESA,.05A,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,HERBICIDAS,Weedex Max,Litros,3998,,,2.081,29.89,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,3.6,0,0,Desarrollo del Sur SA,LA TERESA .05A SOJA 26/27,Insumo,Weedex Max,HERBICIDAS,2026-07-15T00:00:00,62.2,223.92,,DEP INSUMOS,,2026 - OT - 3998,,,,,0,,0,0,106230,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.05A,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,HERBICIDAS,GLIFEX GOLD 60.8,Litros,3998,,,3.1415,29.89,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,4.7,0,0,Desarrollo del Sur SA,LA TERESA .05A SOJA 26/27,Insumo,GLIFEX GOLD 60.8,HERBICIDAS,2026-07-15T00:00:00,93.9,441.33,,DEP INSUMOS,,2026 - OT - 3998,,,,,0,,0,0,106231,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.05A,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,COADYUVANTE,IOP FULL,Litros,3998,,,0.2543,29.89,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,6,0,0,Desarrollo del Sur SA,LA TERESA .05A SOJA 26/27,Insumo,IOP FULL,COADYUVANTE,2026-07-15T00:00:00,7.6,45.6,,DEP INSUMOS,,2026 - OT - 3998,,,,,0,,0,0,106232,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.05A,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,,,Litros,3998,Agro Continental S.A.,,1,29.89,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,9,0,0,Desarrollo del Sur SA,LA TERESA .05A SOJA 26/27,Servicio,Fumigacion Imperator,PREPARACION DE SUELO,2026-07-15T00:00:00,29.89,269.01,,,,2026 - OT - 3998,,,,,0,,0,0,106233,,,26/27,,0,,,,,Labor Tercero,0,0,,0,0,,0
SOJA,LA TERESA,.04,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,HERBICIDAS,Weedex Max,Litros,3999,,,2.0819,19.79,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,3.6,0,0,Desarrollo del Sur SA,LA TERESA .04 SOJA 26/27,Insumo,Weedex Max,HERBICIDAS,2026-07-15T00:00:00,41.2,148.32,,DEP INSUMOS,,2026 - OT - 3999,,,,,0,,0,0,106234,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
SOJA,LA TERESA,.04,CENTRO,Preparacion de Suelo,Fumigacion Imperator,2026-07-13T00:00:00,7,HERBICIDAS,GLIFEX GOLD 60.8,Litros,3999,,,3.143,19.79,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,4.7,0,0,Desarrollo del Sur SA,LA TERESA .04 SOJA 26/27,Insumo,GLIFEX GOLD 60.8,HERBICIDAS,2026-07-15T00:00:00,62.2,292.34,,DEP INSUMOS,,2026 - OT - 3999,,,,,0,,0,0,106235,,,26/27,,0,,,,,Insumo,0,0,,0,0,,0
