actividad,campo,lote,zona,estadio,servicio,fechaTeorica,mes,tipoInsumo,insumo,unidadMedida,ordenTrabajo,contratista,fechaReal,dosisTeoricas,hectareasTeoricas,dosisReales,hectareasReales,totalAplicado,estado,facturada,fechaFacturacion,responsable,precioUnitario,costoLabor,costoInsumo,empresa,cultivo,categoria,insumoServicio,tipoInsumoServicio,fecha,unidadesDosis,total,socio,puntoStock,numeroOrdenTrabajo,referencia,cateogria_Hacienda,agrupadorCategoriaHacienda,rodeoHacienda,tipoHacienda,cantidadAnimales,negocioHacienda,hsPersonal,hsMaquinarias,iD_IT_Orden_Trabajo,personal,referenciaAsiento,campania,tercero,cantidadResultado,observaciones,descripcion,recursosPersonal,recursosMaquinaria,tipoItem,toneladas,tarifaCatac,cultivoTercero,velocidadAplicacion,velocidadViento,estadoClima,caudal
SOJA,LA TERESA,.11A,CENTRO,,Subsolador,2026-07-10T00:00:00,7,,,,3978,Agro Continental S.A.,,1,30.3,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .11A SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-15T00:00:00,30.3,1454.4,,,,2026 - OT - 3978,,,,,0,,0,0,106173,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.09A,CENTRO,,Subsolador,2026-07-10T00:00:00,7,,,,3979,Agro Continental S.A.,,1,21.13,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .09A SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-14T00:00:00,21.13,1014.24,,,,2026 - OT - 3979,,,,,0,,0,0,106174,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.09B,CENTRO,,Subsolador,2026-07-10T00:00:00,7,,,,3980,Agro Continental S.A.,,1,14.88,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .09B SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-16T00:00:00,14.88,714.24,,,,2026 - OT - 3980,,,,,0,,0,0,106175,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.09D,CENTRO,,Subsolador,2026-07-10T00:00:00,7,,,,3981,Agro Continental S.A.,,1,20.93,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .09D SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-16T00:00:00,20.93,1004.64,,,,2026 - OT - 3981,,,,,0,,0,0,106176,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.03B,CENTRO,,Subsolador,2026-07-10T00:00:00,7,,,,3982,Agro Continental S.A.,,1,37.4,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .03B SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-18T00:00:00,37.4,1795.2,,,,2026 - OT - 3982,,,,,0,,0,0,106177,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
SOJA,LA TERESA,.03A,CENTRO,,Subsolador,2026-07-10T00:00:00,7,,,,3983,Agro Continental S.A.,,1,41.2,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,48,0,0,Desarrollo del Sur SA,LA TERESA .03A SOJA 26/27,Servicio,Subsolador,PREPARACION DE SUELO,2026-07-19T00:00:00,41.2,1977.6,,,,2026 - OT - 3983,,,,,0,,0,0,106178,,,26/27,,,,,,,Labor Tercero,,,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-10T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3984,,2026-07-10T00:00:00,4038,0.01,4038,0.01,40.38,Confirmado,NO,,RAFAEL HEISECKE,1.3435,0,54.2505,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-10T00:00:00,40.38,54.2505,,SURTIDOR CENTRAL,0045298,2026 - OT - 3984,,,,,0,,0,0,106179,Colman Palacios Pedro Ramon,2026 - STK - 8861,26/27,,0,Logistica - UAB800,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-10T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3988,,2026-07-10T00:00:00,4500,0.01,4500,0.01,45,Confirmado,NO,,RAFAEL HEISECKE,1.3435,0,60.4575,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-10T00:00:00,45,60.4575,,SURTIDOR CENTRAL,0045352,2026 - OT - 3988,,,,,0,,0,0,106188,Hermosa Baez Fernando Manuel,2026 - STK - 8865,26/27,,0,Logistica - Ford Ranger (89.485 Km),,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-10T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3989,,2026-07-10T00:00:00,6588,0.01,6588,0.01,65.88,Confirmado,NO,,RAFAEL HEISECKE,1.3435,0,88.5098,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-10T00:00:00,65.88,88.5098,,SURTIDOR CENTRAL,0045353,2026 - OT - 3989,,,,,0,,0,0,106189,Frutos Galeano Alexis Joani ,2026 - STK - 8866,26/27,,0,Logistica - AAOZ829,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-09T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3949,,2026-07-09T00:00:00,27500,0.01,27500,0.01,275,Confirmado,NO,,RAFAEL HEISECKE,1.3422,0,369.105,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-09T00:00:00,275,369.105,,SURTIDOR CENTRAL,0045293,2026 - OT - 3949,,,,,0,,0,0,106132,Vargas Acosta Diego,2026 - STK - 8855,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,,Logistica retropala x Hs,2026-07-09T00:00:00,7,,,Horas,3950,Cedrela S.A,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,45.2341,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica retropala x Hs,OPERATIVOS,2026-07-09T00:00:00,0.01,0.4523,,,,2026 - OT - 3950,,,,,0,,0,0,106133,,,26/27,,0,Apoyo en silo bolsa. ,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-08T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3944,,2026-07-08T00:00:00,18000,0.01,18000,0.01,180,Confirmado,NO,,RAFAEL HEISECKE,1.3434,0,241.812,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-08T00:00:00,180,241.812,,SURTIDOR CENTRAL,0045290,2026 - OT - 3944,,,,,0,,0,0,106124,Vargas Acosta Diego,2026 - STK - 8852,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Cierre de Muro retro pala x Hs,2026-07-08T00:00:00,7,,,Horas,3946,Cedrela S.A,2026-07-14T00:00:00,300,0.01,300,0.01,3,Confirmado,NO,,RAFAEL HEISECKE,45.3896,136.1688,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Cierre de Muro retro pala x Hs,CUIDADOS,2026-07-14T00:00:00,3,136.1688,,,,2026 - OT - 3946,,,,,0,,0,0,106126,,,26/27,,0,Cerrar muro contra llano fundo De San Fernando OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica retropala x Hs,2026-07-08T00:00:00,7,,,Horas,3947,Cedrela S.A,2026-07-14T00:00:00,270,0.01,270,0.01,2.7,Confirmado,NO,,RAFAEL HEISECKE,45.3896,122.5519,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica retropala x Hs,OPERATIVOS,2026-07-14T00:00:00,2.7,122.5519,,,,2026 - OT - 3947,,,,,0,,0,0,106127,,,26/27,,0,Mover big beg semilla nel tinglado OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-08T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3948,,2026-07-08T00:00:00,3660,0.01,3660,0.01,36.6,Confirmado,NO,,RAFAEL HEISECKE,1.3434,0,49.1684,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-08T00:00:00,36.6,49.1684,,SURTIDOR CENTRAL,0045292,2026 - OT - 3948,,,,,0,,0,0,106131,Freitas Dos Santos Valdecir ,2026 - STK - 8854,26/27,,0,Logistica - Ford Ranger (88.685 Km),,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-07T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3938,,2026-07-07T00:00:00,22000,0.01,22000,0.01,220,Confirmado,NO,,RAFAEL HEISECKE,1.3422,0,295.284,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-07T00:00:00,220,295.284,,SURTIDOR CENTRAL,0045278,2026 - OT - 3938,,,,,0,,0,0,106087,Vargas Acosta Diego,2026 - STK - 8840,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-07T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3939,,2026-07-07T00:00:00,1405,0.01,1405,0.01,14.05,Confirmado,NO,,RAFAEL HEISECKE,1.3422,0,18.8579,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-07T00:00:00,14.05,18.8579,,SURTIDOR CENTRAL,0045279,2026 - OT - 3939,,,,,0,,0,0,106088,Báez Humberto ,2026 - STK - 8841,26/27,,0,Logistica - D20,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-07T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3940,,2026-07-07T00:00:00,4019,0.01,4019,0.01,40.19,Confirmado,NO,,RAFAEL HEISECKE,1.3422,0,53.943,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-07T00:00:00,40.19,53.943,,SURTIDOR CENTRAL,0045282,2026 - OT - 3940,,,,,0,,0,0,106096,Ramirez Miñarro Marcos Antonio ,2026 - STK - 8844,26/27,,0,Logistica salario - AAOZ829,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-07T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3941,,2026-07-07T00:00:00,3700,0.01,3700,0.01,37,Confirmado,NO,,RAFAEL HEISECKE,1.3422,0,49.6614,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-07T00:00:00,37,49.6614,,SURTIDOR CENTRAL,0045286,2026 - OT - 3941,,,,,0,,0,0,106097,Colman Palacios Pedro Ramon,2026 - STK - 8848,26/27,,0,Logistica - UAB800,,,,Insumo,0,0,,0,0,,0
ARROZ,LA TERESA,.35A,CENTRO,Preparacion de Suelo,Corte de pasada retropala x Hs,2026-07-07T00:00:00,7,,,Horas,3942,Cedrela S.A,2026-07-12T00:00:00,0.0636,50.3,0.0636,50.3,3.2,Confirmado,NO,,RAFAEL HEISECKE,45.2987,144.9558,0,Desarrollo del Sur SA,LA TERESA .35A ARROZ 26/27,Servicio,Corte de pasada retropala x Hs,CUIDADOS,2026-07-12T00:00:00,3.2,144.9558,,,,2026 - OT - 3942,,,,,0,,0,0,106122,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,.33B,CENTRO,Preparacion de Suelo,Corte de pasada retropala x Hs,2026-07-07T00:00:00,7,,,Horas,3943,Cedrela S.A,2026-07-12T00:00:00,0.0553,56.01,0.0553,56.01,3.1,Confirmado,NO,,RAFAEL HEISECKE,45.2987,140.426,0,Desarrollo del Sur SA,LA TERESA .33B ARROZ 26/27,Servicio,Corte de pasada retropala x Hs,CUIDADOS,2026-07-12T00:00:00,3.1,140.426,,,,2026 - OT - 3943,,,,,0,,0,0,106123,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-06T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3933,,2026-07-06T00:00:00,1900,0.01,1900,0.01,19,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,25.574,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-06T00:00:00,19,25.574,,SURTIDOR CENTRAL,0045273,2026 - OT - 3933,,,,,0,,0,0,106059,Fariña Edilson,2026 - STK - 8837,26/27,,0,Desalijo de karanday - Tr 14 John Deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-06T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3934,,2026-07-06T00:00:00,4705,0.01,4705,0.01,47.05,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,63.3293,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-06T00:00:00,47.05,63.3293,,SURTIDOR CENTRAL,0045274,2026 - OT - 3934,,,,,0,,0,0,106060,Báez Humberto ,2026 - STK - 8835,26/27,,0,Logística - D20 AGP645,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-06T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3935,,2026-07-06T00:00:00,30600,0.01,30600,0.01,306,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,411.876,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-06T00:00:00,306,411.876,,SURTIDOR CENTRAL,0045275,2026 - OT - 3935,,,,,0,,0,0,106061,Vargas Acosta Diego,2026 - STK - 8836,26/27,,0,Arreglo de camino - Motoniveladora,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-06T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3936,,2026-07-06T00:00:00,2000,0.01,2000,0.01,20,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,26.92,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-06T00:00:00,20,26.92,,SURTIDOR CENTRAL,0045276,2026 - OT - 3936,,,,,0,,0,0,106062,Garay Willian,2026 - STK - 8838,26/27,,0,Desalijo de karanday - Tr 7 John Deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-06T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3937,,2026-07-06T00:00:00,5200,0.01,5200,0.01,52,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,69.992,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-06T00:00:00,52,69.992,,SURTIDOR CENTRAL,0045277,2026 - OT - 3937,,,,,0,,0,0,106086,Reis Dos Santos Christofer Alisson,2026 - STK - 8839,26/27,,0,Logistica - Ford Ranger (km 88.388),,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-05T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3931,,2026-07-05T00:00:00,12200,0.01,12200,0.01,122,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,164.212,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-05T00:00:00,122,164.212,,SURTIDOR CENTRAL,0045271,2026 - OT - 3931,,,,,0,,0,0,106057,Vargas Acosta Diego,2026 - STK - 8832,26/27,,0,Arreglo de camino - Motoniveladora ,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-05T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3932,,2026-07-05T00:00:00,2000,0.01,2000,0.01,20,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,26.92,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-05T00:00:00,20,26.92,,SURTIDOR CENTRAL,0045272,2026 - OT - 3932,,,,,0,,0,0,106058,Fernando Quintana,2026 - STK - 8833,26/27,,0,Logística recorrida - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-04T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3927,,2026-07-04T00:00:00,2390,0.01,2390,0.01,23.9,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,32.1694,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-04T00:00:00,23.9,32.1694,,SURTIDOR CENTRAL,0045265,2026 - OT - 3927,,,,,0,,0,0,106053,Fernando Quintana,2026 - STK - 8827,26/27,,0,Logistica recorrida - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-04T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3928,,2026-07-04T00:00:00,6401,0.01,6401,0.01,64.01,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,86.1575,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-04T00:00:00,64.01,86.1575,,SURTIDOR CENTRAL,0045267,2026 - OT - 3928,,,,,0,,0,0,106054,Vargas Acosta Diego,2026 - STK - 8829,26/27,,0,Desalijo de karanday - Tr 14 John Deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Mantenimientos de infraestructura,,2026-07-04T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3929,,2026-07-04T00:00:00,6104,0.01,6104,0.01,61.04,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,82.1598,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-04T00:00:00,61.04,82.1598,,SURTIDOR CENTRAL,0045268,2026 - OT - 3929,,,,,0,,0,0,106055,Fariña Edilson,2026 - STK - 8830,26/27,,0,Reparación para línea eléctrica para la Estancia - Neumática Sany,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-04T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3930,,2026-07-04T00:00:00,5400,0.01,5400,0.01,54,Confirmado,NO,,RAFAEL HEISECKE,1.346,0,72.684,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-04T00:00:00,54,72.684,,SURTIDOR CENTRAL,0045270,2026 - OT - 3930,,,,,0,,0,0,106056,Reis Dos Santos Christofer Alisson,2026 - STK - 8831,26/27,,0,Logística - AAOZ829,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-03T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3920,,2026-07-03T00:00:00,5075,0.01,5075,0.01,50.75,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,68.1116,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,50.75,68.1116,,SURTIDOR CENTRAL,0045260,2026 - OT - 3920,,,,,0,,0,0,105634,Fariña Edilson,2026 - STK - 8822,26/27,,0,Desalijo de Karanday - Tr 14 John Deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-03T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3921,,2026-07-03T00:00:00,2501,0.01,2501,0.01,25.01,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,33.5659,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,25.01,33.5659,,SURTIDOR CENTRAL,0045261,2026 - OT - 3921,,,,,0,,0,0,105635,Fernando Quintana,2026 - STK - 8823,26/27,,0,Logística recorrida - Tr 07 AC,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica tractor x Hs,2026-07-03T00:00:00,7,,,Horas,3922,Agro Continental S.A.,2026-07-12T00:00:00,60,0.01,60,0.01,0.6,Confirmado,NO,,RAFAEL HEISECKE,26.3556,15.8134,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-07-12T00:00:00,0.6,15.8134,,,,2026 - OT - 3922,,,,,0,,0,0,105764,,,26/27,,0,Estirar tractor 14 até a base con problema OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,,Logistica tractor x Hs,2026-07-03T00:00:00,7,,,Horas,3923,Cedrela S.A,,1,0.01,0,0,0,En Ejecución,NO,,RAFAEL HEISECKE,26.3162,0,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-07-03T00:00:00,0.01,0.2632,,,,2026 - OT - 3923,,,,,0,,0,0,106049,,,26/27,,,Desalijo de carandai ,,,,Labor Tercero,,,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,CIERRE DE MURO RETRO EXCAVADORA POR HORA,2026-07-03T00:00:00,7,,,Horas,3924,Cedrela S.A,2026-07-14T00:00:00,970,0.01,970,0.01,9.7,Confirmado,NO,,RAFAEL HEISECKE,74.274,720.4578,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,CIERRE DE MURO RETRO EXCAVADORA POR HORA,CUIDADOS,2026-07-14T00:00:00,9.7,720.4578,,,,2026 - OT - 3924,,,,,0,,0,0,106050,,,26/27,,0,Cerrar muro Duarte 1 para no entrar la crescente. OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-03T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3925,,2026-07-03T00:00:00,1521,0.01,1521,0.01,15.21,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,20.4133,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,15.21,20.4133,,SURTIDOR CENTRAL,0045263,2026 - OT - 3925,,,,,0,,0,0,106051,Garay Willian,2026 - STK - 8825,26/27,,0,Desalijo de karanday - Tr 7 John Deere,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-03T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3926,,2026-07-03T00:00:00,3623,0.01,3623,0.01,36.23,Confirmado,NO,,RAFAEL HEISECKE,1.3421,0,48.6243,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-03T00:00:00,36.23,48.6243,,SURTIDOR CENTRAL,0045264,2026 - OT - 3926,,,,,0,,0,0,106052,Colman Palacios Pedro Ramon,2026 - STK - 8826,26/27,,0,Logistica - S10 UAB800,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-02T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3918,,2026-07-02T00:00:00,7500,0.01,7500,0.01,75,Confirmado,NO,,RAFAEL HEISECKE,1.3407,0,100.5525,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-02T00:00:00,75,100.5525,,SURTIDOR CENTRAL,0045258,2026 - OT - 3918,,,,,0,,0,0,105632,Freitas Dos Santos Valdecir ,2026 - STK - 8817,26/27,,0,Logística - Ford Ranger,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,,2026-07-02T00:00:00,7,COMBUSTIBLES,GASOIL,Litros,3919,,2026-07-02T00:00:00,8230,0.01,8230,0.01,82.3,Confirmado,NO,,RAFAEL HEISECKE,1.3407,0,110.3396,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Insumo,GASOIL,COMBUSTIBLES,2026-07-02T00:00:00,82.3,110.3396,,SURTIDOR CENTRAL,0045259,2026 - OT - 3919,,,,,0,,0,0,105633,Garay Willian,2026 - STK - 8818,26/27,,0,Logística recorrida - Tr Case 230,,,,Insumo,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Logistica tractor x Hs,2026-07-01T00:00:00,7,,,Horas,3902,Cedrela S.A,2026-07-14T00:00:00,780,0.01,780,0.01,7.8,Confirmado,NO,,RAFAEL HEISECKE,26.4085,205.9863,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Logistica tractor x Hs,OPERATIVOS,2026-07-14T00:00:00,7.8,205.9863,,,,2026 - OT - 3902,,,,,0,,0,0,104747,,,26/27,,0,Recorrida general OT OK,,,,Labor Tercero,0,0,,0,0,,0
OPERATIVO,LA TERESA,Operativos,CENTRO,Operativo,Corte de camino retropala x Hs,2026-07-01T00:00:00,7,,,Horas,3903,Cedrela S.A,2026-07-12T00:00:00,390,0.01,390,0.01,3.9,Confirmado,NO,,RAFAEL HEISECKE,45.2987,176.6649,0,Desarrollo del Sur SA,LA TERESA OPERATIVO 26/27,Servicio,Corte de camino retropala x Hs,CUIDADOS,2026-07-12T00:00:00,3.9,176.6649,,,,2026 - OT - 3903,,,,,0,,0,0,104748,,,26/27,,0,Corte de camino contra llano OT OK,,,,Labor Tercero,0,0,,0,0,,0
ARROZ,LA TERESA,135,CENTRO,Preparacion de Suelo,Corte de camino retropala x Hs,2026-07-01T00:00:00,7,,,Horas,3904,Cedrela S.A,2026-07-12T00:00:00,0.0281,53.42,0.0281,53.42,1.5,Confirmado,NO,,RAFAEL HEISECKE,45.2987,67.9481,0,Desarrollo del Sur SA,LA TERESA 135 ARROZ 26/27,Servicio,Corte de camino retropala x Hs,CUIDADOS,2026-07-12T00:00:00,1.5,67.9481,,,,2026 - OT - 3904,,,,,0,,0,0,104749,,,26/27,,0,OT OK,,,,Labor Tercero,0,0,,0,0,,0
